SkillName,Price,bids,is_urgent,is_fulltime,is_bold,is_private
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),50000000,10,1,1,1,0
Mobile Phone,50000000,10,1,1,1,0
برنامه نویسی موبایل,50000000,10,1,1,1,0
HTML,500000,14,0,0,0,0
وردپرس (WordPress),500000,14,0,0,0,0
سی اس اس (CSS),500000,14,0,0,0,0
پی اچ پی (PHP),500000,15,0,0,0,0
وردپرس (WordPress),500000,15,0,0,0,0
سی اس اس (CSS),500000,15,0,0,0,0
برنامه نویسی تحت وب,500000,15,0,0,0,0
HTML,1500000,13,0,0,0,0
پی اچ پی (PHP),1500000,13,0,0,0,0
برنامه نویسی تحت وب,1500000,13,0,0,0,0
(Telegram) تلگرام API,1500000,13,0,0,0,0
پایتون (Python),500000,4,0,0,0,0
ترجمه,500000,26,0,0,0,0
ترجمه انگلیسی به فارسی,500000,26,0,0,0,0
طراحی آیکون,500000,78,0,0,0,0
تصویرسازی,500000,78,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,78,0,0,0,0
فوتوشاپ (Photoshop),500000,78,0,0,0,0
عکاسی,1500000,13,0,0,0,0
خدمات ویدئویی,1500000,13,0,0,0,0
ادوبی پریمیر (Adobe Primiere),1500000,13,0,0,0,0
فیلم‌برداری,1500000,13,0,0,0,0
فیلمبرداری,1500000,13,0,0,0,0
جاوا اسکریپت (JavaScript),50000000,25,0,0,0,0
نود جی اس (Node.js),50000000,25,0,0,0,0
پی اچ پی (PHP),50000000,25,0,0,0,0
برنامه نویسی تحت وب,50000000,25,0,0,0,0
ری اکت (React),50000000,25,0,0,0,0
HTML,6000000,31,0,0,0,0
پی اچ پی (PHP),6000000,31,0,0,0,0
برنامه نویسی تحت وب,6000000,31,0,0,0,0
مای اسکیوال (MySQL),500000,14,0,0,0,0
پی اچ پی (PHP),500000,14,0,0,0,0
سی اس اس (CSS),500000,14,0,0,0,0
برنامه نویسی تحت وب,500000,14,0,0,0,0
آی او اس (iOS),1500000,1,0,0,0,0
Mobile Phone,1500000,1,0,0,0,0
برنامه نویسی موبایل,1500000,1,0,0,0,0
پی اچ پی (PHP),500000,2,1,0,1,0
پایتون (Python),500000,2,1,0,1,0
Web Scraping,500000,2,1,0,1,0
HTML,500000,1,0,0,0,0
وردپرس (WordPress),500000,1,0,0,0,0
سی اس اس (CSS),500000,1,0,0,0,0
پاورپوینت (Power Point),1500000,42,0,0,0,0
طراحی آیکون,3000000,89,0,0,0,0
تصویرسازی,3000000,89,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,89,0,0,0,0
فوتوشاپ (Photoshop),3000000,89,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),3000000,6,0,0,0,0
Mobile Phone,3000000,6,0,0,0,0
برنامه نویسی موبایل,3000000,6,0,0,0,0
مقاله نویسی,1500000,35,0,0,0,0
پایتون (Python),10000000,5,0,0,0,0
برنامه نویسی تحت وب,1000000,18,0,0,0,0
پایتون (Python),10000000,13,0,0,0,0
Web Scraping,10000000,13,0,0,0,0
طراحی سایت,10000000,13,0,0,0,0
سئو (SEO),3000000,21,0,1,0,0
HTML,1000000,33,0,0,0,0
وردپرس (WordPress),1000000,33,0,0,0,0
سی اس اس (CSS),1000000,33,0,0,0,0
برنامه نویسی موبایل,15000000,6,0,0,0,0
ری اکت نیتیو (React Native),15000000,6,0,0,0,0
افزایش سرعت سایت,500000,4,0,0,0,0
جاوا اسکریپت (JavaScript),3000000,2,1,0,1,0
سئو (SEO),3000000,20,1,0,1,0
فوتوشاپ (Photoshop),3000000,20,1,0,1,0
طراحی رابط کاربری (UI),3000000,20,1,0,1,0
مای اسکیوال (MySQL),6000000,11,0,0,0,0
پی اچ پی (PHP),6000000,11,0,0,0,0
سی اس اس (CSS),6000000,11,0,0,0,0
برنامه نویسی تحت وب,6000000,11,0,0,0,0
راه اندازی سرور لینوکس,6000000,11,0,0,0,0
خدمات ویدئویی,1500000,17,0,0,0,0
ترجمه,500000,13,0,0,0,0
ترجمه انگلیسی به فارسی,500000,13,0,0,0,0
لاراول (Laravel),3000000,11,0,0,0,0
مای اسکیوال (MySQL),3000000,11,0,0,0,0
پی اچ پی (PHP),3000000,11,0,0,0,0
سی اس اس (CSS),3000000,11,0,0,0,0
برنامه نویسی تحت وب,3000000,11,0,0,0,0
ترجمه,500000,61,0,0,0,0
ترجمه انگلیسی به فارسی,500000,61,0,0,0,0
ASP.Net,6000000,5,1,0,1,0
سی شارپ (C#),6000000,5,1,0,1,0
HTML,6000000,12,0,0,0,0
پی اچ پی (PHP),6000000,12,0,0,0,0
وردپرس (WordPress),6000000,12,0,0,0,0
سی اس اس (CSS),6000000,12,0,0,0,0
جاوا اسکریپت (JavaScript),3000000,8,0,0,0,0
سی اس اس (CSS),3000000,8,0,0,0,0
Material Design,3000000,8,0,0,0,0
ری اکت (React),3000000,8,0,0,0,0
سئو (SEO),4000000,18,0,0,0,0
وردپرس (WordPress),4000000,18,0,0,0,0
موشن گرافیک,6000000,43,0,0,0,0
تولید ویدئو,6000000,43,0,0,0,0
تیزر تبلیغاتی,6000000,43,0,0,0,0
وردپرس (WordPress),500000,5,0,0,0,0
مای اسکیوال (MySQL),5000000,29,0,0,0,0
پی اچ پی (PHP),5000000,29,0,0,0,0
سی اس اس (CSS),5000000,29,0,0,0,0
برنامه نویسی تحت وب,5000000,29,0,0,0,0
ترجمه انگلیسی به فارسی,15000000,27,0,0,0,0
آموزش,15000000,27,0,0,0,0
تولید محتوای انگلیسی,15000000,27,0,0,0,0
ترجمه انگلیسی به فارسی,50000000,31,0,0,0,0
تخصص ترجمه در زیرنویس فیلم و سریال,50000000,31,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),3000000,9,0,0,0,0
Mobile Phone,3000000,9,0,0,0,0
برنامه نویسی موبایل,3000000,9,0,0,0,0
طراحی کارت ویزیت,1500000,55,0,0,0,0
طراحی مفهومی,1500000,55,0,0,0,0
طراحی لوگو,1500000,55,0,0,0,0
فوتوشاپ (Photoshop),1500000,55,0,0,0,0
جی کوئری (jQuery),6000000,61,0,0,0,0
پی اچ پی (PHP),6000000,61,0,0,0,0
سئو (SEO),6000000,61,0,0,0,0
وردپرس (WordPress),6000000,61,0,0,0,0
سی اس اس (CSS),6000000,61,0,0,0,0
3D Animation,6000000,6,1,1,1,0
مدل سازی ۳ بعدی (3D Modelling),6000000,6,1,1,1,0
پی اچ پی (PHP),500000,1,0,0,0,0
وردپرس (WordPress),500000,1,0,0,0,0
نقشه کشی ساختمان,500000,7,1,0,1,0
طراحی آیکون,200000,42,0,0,0,0
تصویرسازی,200000,42,0,0,0,0
ایلوستریتور (Adobe Illustrator),200000,42,0,0,0,0
فوتوشاپ (Photoshop),200000,42,0,0,0,0
مای اسکیوال (MySQL),15000000,32,1,0,1,0
پی اچ پی (PHP),15000000,32,1,0,1,0
سی اس اس (CSS),15000000,32,1,0,1,0
برنامه نویسی تحت وب,15000000,32,1,0,1,0
طراحی تبلیغات,500000,48,0,0,0,0
طراحی بنر,500000,48,0,0,0,0
فوتوشاپ (Photoshop),500000,48,0,0,0,0
طراحی اینفوگرافیک,500000,48,0,0,0,0
ویرایش تصویر,500000,48,0,0,0,0
اتوکد (AutoCad),500000,12,0,0,0,0
سئو (SEO),3000000,58,0,0,0,0
وردپرس (WordPress),3000000,58,0,0,0,0
طراحی آیکون,1500000,98,0,0,0,0
تصویرسازی,1500000,98,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,98,0,0,0,0
فوتوشاپ (Photoshop),1500000,98,0,0,0,0
HTML,500000,4,0,0,0,0
نود جی اس (Node.js),500000,4,0,0,0,0
برنامه نویسی تحت وب,500000,4,0,0,0,0
دستیار مجازی,6000000,33,0,1,0,0
تحقیقات بازار,6000000,33,0,1,0,0
طراحی پست و استوری اینستاگرام,6000000,33,0,1,0,0
پشتیبانی وبسایت و چت آنلاین,6000000,33,0,1,0,0
طراحی تبلیغات,500000,42,0,0,0,0
طراحی بنر,500000,42,0,0,0,0
Flash,500000,42,0,0,0,0
فوتوشاپ (Photoshop),500000,42,0,0,0,0
HTML,1500000,18,0,0,0,0
وردپرس (WordPress),1500000,18,0,0,0,0
سی اس اس (CSS),1500000,18,0,0,0,0
پی اچ پی (PHP),3000000,18,1,0,1,0
فروشگاه,3000000,18,1,0,1,0
برنامه نویسی تحت وب,3000000,18,1,0,1,0
طراحی آیکون,500000,53,0,0,0,0
تصویرسازی,500000,53,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,53,0,0,0,0
فوتوشاپ (Photoshop),500000,53,0,0,0,0
مقاله نویسی,1500000,13,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),1500000,3,0,0,0,0
Mobile Phone,1500000,3,0,0,0,0
برنامه نویسی موبایل,1500000,3,0,0,0,0
HTML,1000000,6,0,0,0,0
پی اچ پی (PHP),1000000,6,0,0,0,0
برنامه نویسی تحت وب,1000000,6,0,0,0,0
اکسل (Excel),150000,7,0,0,0,0
طراحی تبلیغات,500000,27,0,0,0,0
طراحی بنر,500000,27,0,0,0,0
فوتوشاپ (Photoshop),500000,27,0,0,0,0
تحقیقات بازار,500000,27,0,0,0,0
کپی رایتینگ,500000,27,0,0,0,0
وردپرس (WordPress),1000000,12,0,0,0,0
HTML,20000000,6,0,0,0,0
پی اچ پی (PHP),20000000,6,0,0,0,0
برنامه نویسی تحت وب,20000000,6,0,0,0,0
غلط گیری,500000,59,0,0,0,0
نوشتن سخنرانی,500000,59,0,0,0,0
تایپ,500000,59,0,0,0,0
تصویرسازی,6000000,112,0,0,0,0
طراحی لوگو,6000000,112,0,0,0,0
کورل دراو (CorelDraw),6000000,112,0,0,0,0
HTML,50000000,39,0,0,0,0
پی اچ پی (PHP),50000000,39,0,0,0,0
وردپرس (WordPress),50000000,39,0,0,0,0
ری اکت نیتیو (React Native),50000000,39,0,0,0,0
Link Building,1500000,15,0,0,0,0
سئو (SEO),1500000,15,0,0,0,0
بازاریابی اینترنتی,1500000,15,0,0,0,0
طراحی تجربه کاربری (UX),1500000,15,0,0,0,0
طراحی آیکون,500000,63,0,0,0,0
تصویرسازی,500000,63,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,63,0,0,0,0
فوتوشاپ (Photoshop),500000,63,0,0,0,0
طراحی بروشور,500000,20,0,0,0,0
طراحی کارت ویزیت,500000,20,0,0,0,0
طراحی پوستر,500000,20,0,0,0,0
HTML,3000000,5,0,0,0,0
پی اچ پی (PHP),3000000,5,0,0,0,0
وردپرس (WordPress),3000000,5,0,0,0,0
HTML,15000000,14,0,0,0,0
پی اچ پی (PHP),15000000,14,0,0,0,0
وردپرس (WordPress),15000000,14,0,0,0,0
برنامه نویسی تحت وب,15000000,14,0,0,0,0
طراحی آیکون,500000,28,0,0,0,0
تصویرسازی,500000,28,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,28,0,0,0,0
فوتوشاپ (Photoshop),500000,28,0,0,0,0
HTML,15000000,5,0,0,0,0
پی اچ پی (PHP),15000000,5,0,0,0,0
برنامه نویسی تحت وب,15000000,5,0,0,0,0
طراحی آیکون,500000,47,0,0,0,0
تصویرسازی,500000,47,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,47,0,0,0,0
فوتوشاپ (Photoshop),500000,47,0,0,0,0
طراحی تبلیغات,1500000,31,1,0,0,0
طراحی بروشور,1500000,31,1,0,0,0
طراحی کاتالوگ,1500000,31,1,0,0,0
طراحی گرافیک,1500000,31,1,0,0,0
طراحی رابط کاربری (UI),1500000,31,1,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),3000000,3,0,0,0,0
Mobile Phone,3000000,3,0,0,0,0
برنامه نویسی موبایل,3000000,3,0,0,0,0
ASP.Net,500000,1,0,0,0,0
HTML,500000,1,0,0,0,0
جاوا اسکریپت (JavaScript),500000,1,0,0,0,0
برنامه نویسی تحت وب,500000,1,0,0,0,0
انگولار (Angular.js),500000,1,0,0,0,0
تولید محتوا,500000,17,0,0,0,0
گزارش نویسی,150000,8,0,0,0,0
نوشتن توضیحات محصول,500000,26,0,0,0,0
لاراول (Laravel),50000000,26,1,0,1,0
پی اچ پی (PHP),50000000,26,1,0,1,0
برنامه نویسی تحت وب,50000000,26,1,0,1,0
وردپرس (WordPress),500000,25,0,0,0,0
طراحی آیکون,1500000,71,1,0,1,0
تصویرسازی,1500000,71,1,0,1,0
ایلوستریتور (Adobe Illustrator),1500000,71,1,0,1,0
فوتوشاپ (Photoshop),1500000,71,1,0,1,0
Amazon Web Services,3000000,2,0,0,0,0
رایانش ابری (Cloud Computing),3000000,2,0,0,0,0
نود جی اس (Node.js),3000000,2,0,0,0,0
پایتون (Python),3000000,2,0,0,0,0
Web Scraping,3000000,2,0,0,0,0
ترجمه,6000000,61,1,0,1,0
ترجمه فارسی به انگلیسی,6000000,61,1,0,1,0
طراحی رابط کاربری (UI),500000,21,0,0,0,0
پی اچ پی (PHP),1500000,6,0,0,0,0
وردپرس (WordPress),1500000,6,0,0,0,0
برنامه نویسی تحت وب,1500000,6,0,0,0,0
Database Development,1500000,6,0,0,0,0
HTML,500000,6,0,0,0,0
پی اچ پی (PHP),500000,6,0,0,0,0
برنامه نویسی تحت وب,500000,6,0,0,0,0
HTML,500000,5,0,0,0,0
ادوبی این دیزاین (InDesign),500000,24,0,0,0,0
فوتوشاپ (Photoshop),500000,24,0,0,0,0
HTML,500000,47,0,0,0,0
سی اس اس (CSS),500000,47,0,0,0,0
برنامه نویسی تحت وب,500000,47,0,0,0,0
طراحی وب واکنش‌گرا,500000,47,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),3000000,1,0,0,0,0
Mobile Phone,3000000,1,0,0,0,0
برنامه نویسی موبایل,3000000,1,0,0,0,0
طراحی تبلیغات,3000000,26,1,0,1,0
طراحی گرافیک,3000000,26,1,0,1,0
تایپ,1500000,46,0,0,0,0
تولید محتوای آلمانی,1500000,46,0,0,0,0
مقاله نویسی,500000,28,0,0,0,0
نوشتن توضیحات محصول,500000,28,0,0,0,0
تولید محتوا,500000,28,0,0,0,0
سئو (SEO),120000,19,0,0,0,0
مقاله نویسی,120000,19,0,0,0,0
تولید محتوا,120000,19,0,0,0,0
مای اسکیوال (MySQL),15000000,20,0,0,1,0
پی اچ پی (PHP),15000000,20,0,0,1,0
سی اس اس (CSS),15000000,20,0,0,1,0
برنامه نویسی تحت وب,15000000,20,0,0,1,0
ASP.Net,15000000,9,0,0,0,0
سی شارپ (C#),15000000,9,0,0,0,0
دسک تاپ ویندوز,15000000,9,0,0,0,0
برنامه نویسی تحت ویندوز,15000000,9,0,0,0,0
طراحی گرافیک,1500000,30,0,0,0,0
فوتوشاپ (Photoshop),1500000,30,0,0,0,0
طراحی تجربه کاربری (UX),1500000,30,0,0,0,0
طراحی رابط کاربری (UI),1500000,30,0,0,0,0
تایپ,500000,128,0,0,0,0
نوشتن سخنرانی,500000,128,0,0,0,0
HTML,1500000,2,0,1,0,0
جاوا اسکریپت (JavaScript),1500000,2,0,1,0,0
پی اچ پی (PHP),1500000,2,0,1,0,0
Yii,1500000,2,0,1,0,0
برنامه نویسی تحت وب,1500000,2,0,1,0,0
خدمات ویدئویی,500000,16,1,0,0,0
عکاسی,500000,20,0,0,0,0
پی اچ پی (PHP),7500000,30,0,0,0,0
وردپرس (WordPress),7500000,30,0,0,0,0
سی اس اس (CSS),7500000,30,0,0,0,0
طراحی سایت,7500000,30,0,0,0,0
برنامه نویسی تحت وب,7500000,30,0,0,0,0
HTML,5000000,5,0,0,0,0
وردپرس (WordPress),5000000,5,0,0,0,0
سی اس اس (CSS),5000000,5,0,0,0,0
HTML,6000000,7,1,0,1,0
جاوا اسکریپت (JavaScript),6000000,7,1,0,1,0
پی اچ پی (PHP),6000000,7,1,0,1,0
Symfony PHP,6000000,7,1,0,1,0
راه اندازی سرور لینوکس,500000,7,0,0,0,0
مقاله نویسی,900000,42,0,0,0,0
Google Analytics,500000,8,0,0,0,0
سئو (SEO),500000,8,0,0,0,0
لاراول (Laravel),15000000,25,1,0,0,0
پی اچ پی (PHP),15000000,25,1,0,0,0
برنامه نویسی تحت وب,15000000,25,1,0,0,0
آی او اس (iOS),3000000,2,0,0,0,0
Mobile Phone,3000000,2,0,0,0,0
برنامه نویسی موبایل,3000000,2,0,0,0,0
HTML,6000000,11,0,0,0,0
پی اچ پی (PHP),6000000,11,0,0,0,0
وردپرس (WordPress),6000000,11,0,0,0,0
برنامه نویسی تحت وب,6000000,11,0,0,0,0
HTML,500000,9,0,0,0,0
وردپرس (WordPress),500000,9,0,0,0,0
طراحی گرافیک,3000000,27,0,0,0,0
فوتوشاپ (Photoshop),3000000,27,0,0,0,0
مای اسکیوال (MySQL),500000,2,0,0,0,0
پی اچ پی (PHP),500000,2,0,0,0,0
سی اس اس (CSS),500000,2,0,0,0,0
برنامه نویسی تحت وب,500000,2,0,0,0,0
3D Animation,3000000,40,1,0,1,0
مدل سازی ۳ بعدی (3D Modelling),3000000,40,1,0,1,0
تری دی مکس (3DS MAX),3000000,40,1,0,1,0
وردپرس (WordPress),500000,18,0,0,0,0
مهندسی شیمی,3000000,2,0,0,0,0
مهندسی معدن,3000000,2,0,0,0,0
"تخصص ترجمه در نفت، گاز، پتروشیمی",3000000,2,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),15000000,9,1,0,1,0
Mobile Phone,15000000,9,1,0,1,0
برنامه نویسی موبایل,15000000,9,1,0,1,0
سی اس اس (CSS),1500000,25,0,0,0,0
طراحی تبلیغات,6000000,73,0,0,0,0
طراحی بنر,6000000,73,0,0,0,0
Flash,6000000,73,0,0,0,0
فوتوشاپ (Photoshop),6000000,73,0,0,0,0
طراحی لوگو,500000,45,1,0,1,0
وردپرس (WordPress),110000,6,0,0,0,0
وبلاگ,500000,3,0,0,0,0
پست های انجمن,500000,3,0,0,0,0
نوشتن نقد,500000,3,0,0,0,0
ویکی,500000,3,0,0,0,0
User Interface - IA,3000000,23,0,0,0,0
وردپرس (WordPress),3000000,23,0,0,0,0
برنامه نویسی تحت وب,3000000,23,0,0,0,0
طراحی تجربه کاربری (UX),3000000,23,0,0,0,0
تولید محتوا,3000000,23,0,0,0,0
پایتون (Python),1500000,6,0,0,0,0
هوش مصنوعی (AI),1500000,6,0,0,0,0
طراحی آیکون,3000000,91,0,0,0,0
تصویرسازی,3000000,91,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,91,0,0,0,0
فوتوشاپ (Photoshop),3000000,91,0,0,0,0
تولید محتوا,1200000,25,0,1,0,0
Ubuntu,500000,2,0,0,0,0
پایتون (Python),1500000,10,1,0,0,0
جنگو (Django),6000000,6,0,0,0,0
نود جی اس (Node.js),6000000,6,0,0,0,0
پایتون (Python),6000000,6,0,0,0,0
طراحی سایت,6000000,6,0,0,0,0
برنامه نویسی موبایل,6000000,6,0,0,0,0
طراحی آیکون,500000,13,0,0,0,0
تصویرسازی,500000,13,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,13,0,0,0,0
فوتوشاپ (Photoshop),500000,13,0,0,0,0
HTML,6000000,12,1,0,0,0
پی اچ پی (PHP),6000000,12,1,0,0,0
وردپرس (WordPress),6000000,12,1,0,0,0
برنامه نویسی تحت وب,6000000,12,1,0,0,0
نود جی اس (Node.js),15000000,5,0,0,0,0
ویو جی اس (VueJs),15000000,5,0,0,0,0
ASP.Net,10000000,16,0,0,0,0
HTML,10000000,16,0,0,0,0
جاوا اسکریپت (JavaScript),1000000,4,0,0,0,0
پی اچ پی (PHP),1000000,4,0,0,0,0
وردپرس (WordPress),1000000,4,0,0,0,0
برنامه نویسی تحت وب,1000000,4,0,0,0,0
مقاله نویسی,500000,17,0,0,0,0
ویرایش متن,500000,17,0,0,0,0
تولید محتوای انگلیسی,500000,17,0,0,0,0
طراحی تجربه کاربری (UX),15000000,50,0,0,0,0
طراحی رابط کاربری (UI),15000000,50,0,0,0,0
ویرایش عکس,500000,31,0,0,0,0
فوتوشاپ (Photoshop),500000,31,0,0,0,0
HTML,6000000,11,0,0,0,0
پی اچ پی (PHP),6000000,11,0,0,0,0
برنامه نویسی تحت وب,6000000,11,0,0,0,0
HTML,500000,7,0,0,0,0
جاوا اسکریپت (JavaScript),500000,7,0,0,0,0
برنامه نویسی تحت وب,500000,7,0,0,0,0
نود جی اس (Node.js),6000000,9,0,0,0,0
Linux,6000000,9,0,0,0,0
لاراول (Laravel),6000000,9,0,0,0,0
Redis,6000000,9,0,0,0,0
Socket IO,6000000,9,0,0,0,0
3D Rendering,1500000,23,0,0,0,0
طراحی بسته بندی,1500000,23,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,23,0,0,0,0
طراحی محصول,1500000,23,0,0,0,0
وردپرس (WordPress),500000,9,0,0,0,0
وردپرس (WordPress),6000000,9,0,0,0,0
HTML,500000,22,0,0,0,0
سی اس اس (CSS),500000,22,0,0,0,0
PSD به HTML,500000,22,0,0,0,0
HTML,1500000,3,0,0,0,0
وردپرس (WordPress),1500000,3,0,0,0,0
سی اس اس (CSS),1500000,3,0,0,0,0
HTML,3000000,9,0,0,0,0
مای اسکیوال (MySQL),3000000,9,0,0,0,0
پی اچ پی (PHP),3000000,9,0,0,0,0
وردپرس (WordPress),3000000,9,0,0,0,0
سی اس اس (CSS),3000000,9,0,0,0,0
وردپرس (WordPress),6000000,37,1,0,1,0
مدل سازی ۳ بعدی (3D Modelling),10000000,14,0,0,0,0
HTML,500000,2,0,0,0,0
پی اچ پی (PHP),500000,2,0,0,0,0
برنامه نویسی تحت وب,500000,2,0,0,0,0
تولید محتوا,1000000,15,0,0,0,0
HTML,110000,9,0,0,0,0
پی اچ پی (PHP),110000,9,0,0,0,0
برنامه نویسی تحت وب,110000,9,0,0,0,0
طراحی تبلیغات,1500000,47,0,0,0,0
طراحی بنر,1500000,47,0,0,0,0
Flash,1500000,47,0,0,0,0
فوتوشاپ (Photoshop),1500000,47,0,0,0,0
مای اسکیوال (MySQL),3000000,7,0,0,0,0
پی اچ پی (PHP),3000000,7,0,0,0,0
سی اس اس (CSS),3000000,7,0,0,0,0
برنامه نویسی تحت وب,3000000,7,0,0,0,0
HTML,1500000,13,0,0,0,0
پی اچ پی (PHP),1500000,13,0,0,0,0
برنامه نویسی تحت وب,1500000,13,0,0,0,0
مای اسکیوال (MySQL),1500000,20,1,0,0,0
پی اچ پی (PHP),1500000,20,1,0,0,0
سی اس اس (CSS),1500000,20,1,0,0,0
برنامه نویسی تحت وب,1500000,20,1,0,0,0
پی اچ پی (PHP),2000000,46,0,0,0,0
وردپرس (WordPress),2000000,46,0,0,0,0
سی اس اس (CSS),2000000,46,0,0,0,0
برنامه نویسی تحت وب,2000000,46,0,0,0,0
طراحی مفهومی,3000000,20,0,0,0,0
طراحی کتاب الکترونیک,3000000,20,0,0,0,0
طراحی جلد کتاب,3000000,20,0,0,0,0
HTML,300000,22,0,0,0,0
سی اس اس (CSS),300000,22,0,0,0,0
سئو (SEO),120000,32,0,0,0,0
وبلاگ,120000,32,0,0,0,0
تولید محتوا,120000,32,0,0,0,0
طراحی کارت ویزیت,110000,31,0,0,0,0
فوتوشاپ (Photoshop),110000,31,0,0,0,0
پایتون (Python),500000,9,0,0,0,0
Web Scraping,500000,9,0,0,0,0
برنامه نویسی تحت ویندوز,500000,9,0,0,0,0
وردپرس (WordPress),150000,6,0,0,0,0
پایتون (Python),500000,9,1,1,1,0
Web Scraping,500000,9,1,1,1,0
سئو (SEO),500000,26,0,0,0,0
ترجمه,500000,26,0,0,0,0
ترجمه انگلیسی به فارسی,500000,26,0,0,0,0
تولید محتوای انگلیسی,500000,26,0,0,0,0
فوتوشاپ (Photoshop),600000,54,0,0,0,0
ادوبی پریمیر (Adobe Primiere),600000,54,0,0,0,0
مقاله نویسی,500000,24,0,0,0,0
پی اچ پی (PHP),300000,4,0,0,0,0
وردپرس (WordPress),3000000,11,0,0,0,0
سئو (SEO),3000000,4,0,0,0,0
طراحی سایت,3000000,4,0,0,0,0
ویرایش متن,500000,20,0,0,0,0
پی اچ پی (PHP),500000,38,0,0,0,0
پرستاشاپ (Prestashop),500000,38,0,0,0,0
فروشگاه,500000,38,0,0,0,0
برنامه نویسی تحت وب,500000,38,0,0,0,0
طراحی تبلیغات,1500000,58,0,0,0,0
طراحی بنر,1500000,58,0,0,0,0
Flash,1500000,58,0,0,0,0
فوتوشاپ (Photoshop),1500000,58,0,0,0,0
پی اچ پی (PHP),500000,21,0,0,0,0
پرستاشاپ (Prestashop),500000,21,0,0,0,0
فروشگاه,500000,21,0,0,0,0
برنامه نویسی تحت وب,500000,21,0,0,0,0
انیمیشن,6000000,43,0,1,0,0
فوتوشاپ (Photoshop),6000000,43,0,1,0,0
نقاشی دیجیتال,6000000,43,0,1,0,0
طراحی بروشور,1500000,39,0,0,0,0
اکسل (Excel),500000,81,0,0,0,0
مقاله نویسی,1500000,32,0,0,0,0
تولید محتوا,1500000,32,0,0,0,0
HTML,500000,7,0,0,0,0
وردپرس (WordPress),500000,7,0,0,0,0
سی اس اس (CSS),500000,7,0,0,0,0
ASP.Net,30000000,19,0,0,0,0
پی اچ پی (PHP),1500000,3,0,0,0,0
فروشگاه,1500000,3,0,0,0,0
برنامه نویسی تحت وب,1500000,3,0,0,0,0
نود جی اس (Node.js),15000000,23,0,0,0,0
پی اچ پی (PHP),15000000,23,0,0,0,0
پرستاشاپ (Prestashop),15000000,23,0,0,0,0
فروشگاه,15000000,23,0,0,0,0
برنامه نویسی تحت وب,15000000,23,0,0,0,0
HTML,500000,2,0,0,0,0
پی اچ پی (PHP),500000,2,0,0,0,0
برنامه نویسی تحت وب,500000,2,0,0,0,0
طراحی بروشور,3000000,43,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,43,0,0,0,0
ادوبی این دیزاین (InDesign),3000000,43,0,0,0,0
فوتوشاپ (Photoshop),3000000,43,0,0,0,0
طراحی مجله,3000000,43,0,0,0,0
سی شارپ (C#),50000000,13,0,0,0,0
جاوا اسکریپت (JavaScript),500000,11,0,0,0,0
نود جی اس (Node.js),500000,11,0,0,0,0
برنامه نویسی تحت وب,500000,11,0,0,0,0
RESTful,500000,11,0,0,0,0
ری اکت نیتیو (React Native),500000,11,0,0,0,0
مای اسکیوال (MySQL),5000000,28,0,1,0,0
پی اچ پی (PHP),5000000,28,0,1,0,0
سی اس اس (CSS),5000000,28,0,1,0,0
برنامه نویسی تحت وب,5000000,28,0,1,0,0
ادوبی آدیشن,3000000,11,0,0,0,0
HTML,500000,6,0,0,0,0
جی کوئری (jQuery),500000,6,0,0,0,0
پی اچ پی (PHP),500000,6,0,0,0,0
سی اس اس (CSS),500000,6,0,0,0,0
برنامه نویسی تحت وب,500000,6,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,37,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,37,0,0,0,0
HTML,200000,6,0,0,0,0
پی اچ پی (PHP),200000,6,0,0,0,0
وردپرس (WordPress),200000,6,0,0,0,0
سی اس اس (CSS),200000,6,0,0,0,0
ویرایش متن,250000,33,0,0,0,0
مقاله نویسی,110000,18,0,0,0,0
شبکه اجتماعی,1500000,4,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),1500000,4,0,0,0,0
Mobile Phone,1500000,4,0,0,0,0
برنامه نویسی موبایل,1500000,4,0,0,0,0
HTML,500000,3,0,0,0,0
vTiger,500000,3,0,0,0,0
سی اس اس (CSS),500000,3,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),6000000,41,0,0,0,0
تری دی مکس (3DS MAX),6000000,41,0,0,0,0
اتوکد (AutoCad),6000000,41,0,0,0,0
