SkillName,Price,bids,is_urgent,is_fulltime,is_bold,is_private
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),500000,2,0,0,0,0
برنامه نویسی تحت وب,500000,2,0,0,0,0
برنامه نویسی موبایل,500000,2,0,0,0,0
مای اسکیوال (MySQL),500000,7,0,0,0,0
پایتون (Python),500000,7,0,0,0,0
برنامه نویسی تحت وب,500000,7,0,0,0,0
HTML,1500000,10,1,0,0,0
Nginx,1500000,10,1,0,0,0
پی اچ پی (PHP),1500000,10,1,0,0,0
وردپرس (WordPress),1500000,10,1,0,0,0
برنامه نویسی تحت وب,1500000,10,1,0,0,0
لاراول (Laravel),30000000,17,0,1,0,0
مای اسکیوال (MySQL),30000000,17,0,1,0,0
پی اچ پی (PHP),30000000,17,0,1,0,0
تست نرم افزار,30000000,17,0,1,0,0
پی اچ پی (PHP),3000000,8,0,0,0,0
وردپرس (WordPress),3000000,8,0,0,0,0
سی اس اس (CSS),3000000,8,0,0,0,0
برنامه نویسی تحت وب,3000000,8,0,0,0,0
انیمیشن,500000,23,0,0,0,0
خدمات ویدئویی,500000,23,0,0,0,0
گویندگی,500000,23,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,23,0,0,0,0
تیزر تبلیغاتی,500000,23,0,0,0,0
مای اسکیوال (MySQL),3000000,15,0,0,0,0
پی اچ پی (PHP),3000000,15,0,0,0,0
سی اس اس (CSS),3000000,15,0,0,0,0
برنامه نویسی تحت وب,3000000,15,0,0,0,0
طراحی تبلیغات,500000,20,0,0,0,0
طراحی بنر,500000,20,0,0,0,0
Flash,500000,20,0,0,0,0
فوتوشاپ (Photoshop),500000,20,0,0,0,0
پایتون (Python),500000,19,0,0,0,0
برنامه نویسی تحت ویندوز,500000,19,0,0,0,0
3D Animation,1500000,17,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),1500000,17,0,0,0,0
تری دی مکس (3DS MAX),1500000,17,0,0,0,0
سئو (SEO),3000000,22,0,0,0,0
لاراول (Laravel),500000,11,0,0,0,0
مای اسکیوال (MySQL),500000,11,0,0,0,0
پی اچ پی (PHP),500000,11,0,0,0,0
طراحی گرافیک,6000000,19,0,0,0,0
پی اچ پی (PHP),15000000,11,0,0,0,0
انیمیشن,15000000,17,0,0,0,0
HTML,1500000,26,0,0,0,0
سی اس اس (CSS),1500000,26,0,0,0,0
برنامه نویسی تحت وب,1500000,26,0,0,0,0
ویو جی اس (VueJs),1500000,26,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,13,0,0,0,0
فوتوشاپ (Photoshop),500000,13,0,0,0,0
ASP.Net,1500000,2,0,0,0,0
دسک تاپ ویندوز,1500000,2,0,0,0,0
برنامه نویسی تحت ویندوز,1500000,2,0,0,0,0
ویرایش عکس,3000000,114,0,0,0,0
فوتوشاپ (Photoshop),3000000,114,0,0,0,0
HTML,5000000,56,0,0,0,0
وردپرس (WordPress),5000000,56,0,0,0,0
سی اس اس (CSS),5000000,56,0,0,0,0
وردپرس (WordPress),3000000,49,0,0,0,0
طراحی تبلیغات,3000000,79,1,0,1,0
طراحی بنر,3000000,79,1,0,1,0
طراحی گرافیک,3000000,79,1,0,1,0
فوتوشاپ (Photoshop),3000000,79,1,0,1,0
تولید محتوا,350000,21,0,0,0,0
3D Animation,500000,33,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),500000,33,0,0,0,0
تری دی مکس (3DS MAX),500000,33,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
ASP.Net,5000000,8,0,0,0,0
سی شارپ (C#),5000000,8,0,0,0,0
جاوا اسکریپت (JavaScript),5000000,8,0,0,0,0
برنامه نویسی تحت وب,5000000,8,0,0,0,0
انگولار (Angular.js),5000000,8,0,0,0,0
طراحی آیکون,1500000,85,0,0,0,0
تصویرسازی,1500000,85,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,85,0,0,0,0
فوتوشاپ (Photoshop),1500000,85,0,0,0,0
HTML,500000,8,0,0,0,0
پی اچ پی (PHP),500000,8,0,0,0,0
وردپرس (WordPress),500000,8,0,0,0,0
برنامه نویسی تحت وب,500000,8,0,0,0,0
طراحی آیکون,1500000,65,1,0,0,0
تصویرسازی,1500000,65,1,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,65,1,0,0,0
فوتوشاپ (Photoshop),1500000,65,1,0,0,0
انیمیشن,15000000,13,0,0,0,0
ASP.Net,15000000,2,1,1,1,0
دسک تاپ ویندوز,15000000,2,1,1,1,0
برنامه نویسی تحت ویندوز,15000000,2,1,1,1,0
HTML,500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
مای اسکیوال (MySQL),1500000,6,0,0,0,0
پی اچ پی (PHP),1500000,6,0,0,0,0
سی اس اس (CSS),1500000,6,0,0,0,0
برنامه نویسی تحت وب,1500000,6,0,0,0,0
(Telegram) تلگرام API,1500000,6,0,0,0,0
مای اسکیوال (MySQL),3000000,14,0,0,0,0
پی اچ پی (PHP),3000000,14,0,0,0,0
سی اس اس (CSS),3000000,14,0,0,0,0
برنامه نویسی تحت وب,3000000,14,0,0,0,0
مای اسکیوال (MySQL),500000,19,0,0,0,0
پی اچ پی (PHP),500000,19,0,0,0,0
سی اس اس (CSS),500000,19,0,0,0,0
برنامه نویسی تحت وب,500000,19,0,0,0,0
ترجمه فارسی به انگلیسی,1500000,29,0,0,0,0
تولید محتوای انگلیسی,1500000,29,0,0,0,0
مای اسکیوال (MySQL),1500000,10,1,0,0,0
پی اچ پی (PHP),1500000,10,1,0,0,0
سی اس اس (CSS),1500000,10,1,0,0,0
برنامه نویسی تحت وب,1500000,10,1,0,0,0
جاوا (Java),15000000,6,0,0,0,0
LabVIEW,15000000,6,0,0,0,0
پی اچ پی (PHP),15000000,6,0,0,0,0
برنامه نویسی تحت وب,15000000,6,0,0,0,0
طراحی آیکون,500000,44,0,0,0,0
تصویرسازی,500000,44,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,44,0,0,0,0
فوتوشاپ (Photoshop),500000,44,0,0,0,0
HTML,1500000,10,0,0,0,0
جاوا اسکریپت (JavaScript),1500000,10,0,0,0,0
پی اچ پی (PHP),1500000,10,0,0,0,0
وردپرس (WordPress),1500000,10,0,0,0,0
سی اس اس (CSS),1500000,10,0,0,0,0
مای اسکیوال (MySQL),50000000,41,1,1,1,0
پی اچ پی (PHP),50000000,41,1,1,1,0
سی اس اس (CSS),50000000,41,1,1,1,0
برنامه نویسی تحت وب,50000000,41,1,1,1,0
پی اچ پی (PHP),3000000,35,0,0,0,0
پرستاشاپ (Prestashop),3000000,35,0,0,0,0
فروشگاه,3000000,35,0,0,0,0
برنامه نویسی تحت وب,3000000,35,0,0,0,0
طراحی تبلیغات,1500000,68,0,0,0,0
ادوبی افتر افکت (After Effects),1500000,68,0,0,0,0
تصویرسازی,1500000,68,0,0,0,0
فوتوشاپ (Photoshop),1500000,68,0,0,0,0
طراحی پست و استوری اینستاگرام,1500000,68,0,0,0,0
سئو (SEO),3000000,32,0,0,0,0
وبلاگ,3000000,32,0,0,0,0
HTML,1500000,17,0,0,0,0
پی اچ پی (PHP),1500000,17,0,0,0,0
وردپرس (WordPress),1500000,17,0,0,0,0
برنامه نویسی تحت وب,1500000,17,0,0,0,0
جاوا اسکریپت (JavaScript),6000000,19,0,0,0,0
برنامه نویسی تحت وب,6000000,19,0,0,0,0
طراحی آیکون,500000,50,1,0,0,0
تصویرسازی,500000,50,1,0,0,0
ایلوستریتور (Adobe Illustrator),500000,50,1,0,0,0
فوتوشاپ (Photoshop),500000,50,1,0,0,0
سئو (SEO),3000000,23,0,0,0,0
 ورود اطلاعات و ثبت داده ها (Data Entry - دیتا اینتری),1500000,51,1,0,1,0
اکسل (Excel),1500000,51,1,0,1,0
اتوکد (AutoCad),500000,21,0,0,0,0
طراحی آیکون,1000000,74,0,0,0,0
تصویرسازی,1000000,74,0,0,0,0
ایلوستریتور (Adobe Illustrator),1000000,74,0,0,0,0
فوتوشاپ (Photoshop),1000000,74,0,0,0,0
مقاله نویسی,500000,30,0,0,0,0
بازنویسی مقالات,500000,30,0,0,0,0
ویرایش متن,500000,30,0,0,0,0
تولید محتوا,500000,30,0,0,0,0
ترجمه انگلیسی به فارسی,3000000,35,0,0,0,0
پی اچ پی (PHP),1500000,9,0,0,0,0
برنامه نویسی تحت وب,1500000,9,0,0,0,0
راه اندازی سرور لینوکس,1500000,9,0,0,0,0
مدیر میزبان وب,1500000,9,0,0,0,0
کورل دراو (CorelDraw),500000,8,0,0,0,0
HTML,500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
طراحی بروشور,1500000,45,0,0,0,0
طراحی کارت ویزیت,1500000,45,0,0,0,0
طراحی پوستر,1500000,45,0,0,0,0
طراحی آیکون,15000000,84,0,0,0,0
تصویرسازی,15000000,84,0,0,0,0
ایلوستریتور (Adobe Illustrator),15000000,84,0,0,0,0
فوتوشاپ (Photoshop),15000000,84,0,0,0,0
مشاوره برند,15000000,84,0,0,0,0
برنامه نویسی تحت وب,6000000,13,1,0,0,0
ری اکت (React),6000000,13,1,0,0,0
تصویرسازی,1500000,53,0,1,0,0
ایلوستریتور (Adobe Illustrator),1500000,53,0,1,0,0
فوتوشاپ (Photoshop),1500000,53,0,1,0,0
نقاشی دیجیتال,1500000,53,0,1,0,0
HTML,500000,18,0,0,0,0
وردپرس (WordPress),500000,18,0,0,0,0
سی اس اس (CSS),500000,18,0,0,0,0
جاوا اسکریپت (JavaScript),3000000,31,0,0,0,0
لاراول (Laravel),3000000,31,0,0,0,0
مای اسکیوال (MySQL),3000000,31,0,0,0,0
پی اچ پی (PHP),3000000,31,0,0,0,0
برنامه نویسی تحت وب,3000000,31,0,0,0,0
طراحی آیکون,500000,50,0,0,0,0
تصویرسازی,500000,50,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,50,0,0,0,0
فوتوشاپ (Photoshop),500000,50,0,0,0,0
پایتون (Python),2000000,3,1,0,1,0
ویرایش عکس,110000,25,0,0,0,0
فوتوشاپ (Photoshop),110000,25,0,0,0,0
ترجمه,500000,89,0,0,0,0
ترجمه فارسی به زبان های دیگر,500000,89,0,0,0,0
ترجمه زبان های دیگر به فارسی,500000,89,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,23,1,0,0,0
تصویرسازی,1300000,8,0,0,0,0
جاوا (Java),15000000,10,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),15000000,10,0,0,0,0
برنامه نویسی موبایل,15000000,10,0,0,0,0
ترجمه فارسی به انگلیسی,15000000,73,1,0,1,0
ترجمه فارسی به عربی,15000000,73,1,0,1,0
ترجمه فارسی به ترکی استانبولی,15000000,73,1,0,1,0
ترجمه فارسی به روسی,15000000,73,1,0,1,0
مدل سازی ۳ بعدی (3D Modelling),500000,19,0,0,0,0
پی اچ پی (PHP),800000,17,0,0,0,0
وردپرس (WordPress),800000,17,0,0,0,0
سی اس اس (CSS),800000,17,0,0,0,0
وردپرس (WordPress),2500000,7,0,0,0,0
طراحی سایت,2500000,7,0,0,0,0
طراحی رابط کاربری (UI),2500000,7,0,0,0,0
وردپرس (WordPress),500000,9,0,0,0,0
خدمات ویدئویی,800000,26,0,0,0,0
ادوبی پریمیر (Adobe Primiere),800000,26,0,0,0,0
خدمات ویدئویی,600000,7,0,0,0,0
خدمات ویدئویی,600000,10,0,0,0,0
ادوبی پریمیر (Adobe Primiere),600000,10,0,0,0,0
نوشتن توضیحات محصول,500000,23,0,0,0,0
مای اسکیوال (MySQL),1500000,13,0,0,0,0
وردپرس (WordPress),1500000,13,0,0,0,0
وردپرس (WordPress),500000,8,0,0,0,0
افزایش سرعت سایت,500000,8,0,0,0,0
فیلمبرداری,500000,3,0,0,0,0
فوتوشاپ (Photoshop),500000,43,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,43,0,0,0,0
جنگو (Django),6000000,14,0,0,0,0
HTML,6000000,14,0,0,0,0
پایتون (Python),6000000,14,0,0,0,0
Web Scraping,6000000,14,0,0,0,0
برنامه نویسی تحت وب,6000000,14,0,0,0,0
تخصص ترجمه در زیرنویس فیلم و سریال,250000,11,0,0,0,0
ادوبی پریمیر (Adobe Primiere),250000,11,0,0,0,0
HTML,500000,14,0,0,0,0
پی اچ پی (PHP),500000,14,0,0,0,0
سئو (SEO),500000,14,0,0,0,0
برنامه نویسی تحت وب,500000,14,0,0,0,0
طراحی لوگو,300000,65,0,0,0,0
فوتوشاپ (Photoshop),300000,65,0,0,0,0
کورل دراو (CorelDraw),300000,65,0,0,0,0
برنامه نویسی تحت وب,500000,16,1,0,0,0
خدمات ویدئویی,6000000,6,1,0,1,0
طراحی بروشور,1500000,37,0,0,0,0
طراحی کارت ویزیت,1500000,37,0,0,0,0
طراحی پوستر,1500000,37,0,0,0,0
طراحی تبلیغات,500000,37,0,0,0,0
طراحی بنر,500000,37,0,0,0,0
Flash,500000,37,0,0,0,0
فوتوشاپ (Photoshop),500000,37,0,0,0,0
جاوا اسکریپت (JavaScript),500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
وردپرس (WordPress),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
مای اسکیوال (MySQL),1500000,21,0,0,0,0
پی اچ پی (PHP),1500000,21,0,0,0,0
سی اس اس (CSS),1500000,21,0,0,0,0
برنامه نویسی تحت وب,1500000,21,0,0,0,0
جاوا (Java),6000000,17,0,0,0,0
مای اسکیوال (MySQL),6000000,17,0,0,0,0
پی اچ پی (PHP),6000000,17,0,0,0,0
پایتون (Python),6000000,17,0,0,0,0
برنامه نویسی تحت وب,6000000,17,0,0,0,0
Paypal API,1500000,2,0,0,0,0
خدمات paypal,1500000,2,0,0,0,0
HTML,1500000,39,0,0,0,0
سی اس اس (CSS),1500000,39,0,0,0,0
برنامه نویسی تحت وب,1500000,39,0,0,0,0
LESS-Sass-SCSS,1500000,39,0,0,0,0
پی اچ پی (PHP),6000000,13,0,0,0,0
پرستاشاپ (Prestashop),6000000,13,0,0,0,0
فروشگاه,6000000,13,0,0,0,0
برنامه نویسی تحت وب,6000000,13,0,0,0,0
طراحی تبلیغات,500000,19,0,0,0,0
طراحی بنر,500000,19,0,0,0,0
طراحی گرافیک,500000,19,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,19,0,0,0,0
فوتوشاپ (Photoshop),500000,19,0,0,0,0
مقاله نویسی,500000,49,0,0,0,0
نویسندگی فنی,500000,49,0,0,0,0
ترجمه,500000,49,0,0,0,0
تولید محتوا,500000,49,0,0,0,0
طراحی بازی ویدئویی,15000000,5,0,0,0,0
یونیتی (Unity),15000000,5,0,0,0,0
Game Development,15000000,5,0,0,0,0
وردپرس (WordPress),1500000,8,0,0,0,0
تجزیه و تحلیل عنصر,1500000,8,0,0,0,0
تجزیه و تحلیل کسب و کار,1500000,8,0,0,0,0
تولید محتوا,1500000,8,0,0,0,0
ترجمه وبسایت,1500000,8,0,0,0,0
فوتوشاپ (Photoshop),1000000,29,0,0,0,0
طراحی تبلیغات,500000,32,0,0,0,0
طراحی بنر,500000,32,0,0,0,0
Flash,500000,32,0,0,0,0
فوتوشاپ (Photoshop),500000,32,0,0,0,0
سئو (SEO),120000,34,0,0,0,0
مقاله نویسی,120000,34,0,0,0,0
حسابداری,120000,34,0,0,0,0
طراحی بروشور,6000000,15,1,0,0,0
طراحی کارت ویزیت,6000000,15,1,0,0,0
طراحی پوستر,6000000,15,1,0,0,0
مدیریت پیج اینستاگرام (ادمین),6000000,20,1,0,0,0
تولید محتوا,6000000,20,1,0,0,0
HTML,15000000,15,0,0,0,0
پی اچ پی (PHP),15000000,15,0,0,0,0
وردپرس (WordPress),15000000,15,0,0,0,0
برنامه نویسی تحت وب,15000000,15,0,0,0,0
نگارش دانشگاهی,3000000,18,0,0,0,0
ASP.Net,6000000,4,1,0,1,0
جاوا اسکریپت (JavaScript),6000000,4,1,0,1,0
سی اس اس (CSS),6000000,4,1,0,1,0
برنامه نویسی تحت وب,6000000,4,1,0,1,0
ویرایش متن,120000,13,0,0,0,0
ترجمه انگلیسی به فارسی,120000,13,0,0,0,0
طراحی آیکون,1500000,79,0,0,0,0
تصویرسازی,1500000,79,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,79,0,0,0,0
فوتوشاپ (Photoshop),1500000,79,0,0,0,0
تری دی مکس (3DS MAX),200000,11,0,0,0,0
پی اچ پی (PHP),500000,14,0,0,0,0
وردپرس (WordPress),500000,14,0,0,0,0
طراحی آیکون,800000,53,1,0,0,0
تصویرسازی,800000,53,1,0,0,0
ایلوستریتور (Adobe Illustrator),800000,53,1,0,0,0
فوتوشاپ (Photoshop),800000,53,1,0,0,0
ASP.Net,3000000,11,0,0,0,0
سی شارپ (C#),3000000,11,0,0,0,0
دسک تاپ ویندوز,3000000,11,0,0,0,0
برنامه نویسی تحت ویندوز,3000000,11,0,0,0,0
HTML,3000000,9,1,0,1,0
پی اچ پی (PHP),3000000,9,1,0,1,0
برنامه نویسی تحت وب,3000000,9,1,0,1,0
صدا گذاری,6000000,17,0,0,0,0
ویرایش صدا,6000000,17,0,0,0,0
صداپیشه,6000000,17,0,0,0,0
برنامه نویسی سی (C),6000000,4,0,0,0,0
Metatrader,6000000,4,0,0,0,0
پایتون (Python),6000000,4,0,0,0,0
بیت کوین (Bitcoin),6000000,4,0,0,0,0
Script Install,6000000,4,0,0,0,0
Computer Security,1500000,1,0,0,0,0
Google Analytics,1500000,1,0,0,0,0
پایتون (Python),1500000,1,0,0,0,0
Google Web Toolkit,1500000,1,0,0,0,0
Script Install,1500000,1,0,0,0,0
تصویرسازی,3000000,86,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,86,0,0,0,0
طراحی لوگو,3000000,86,0,0,0,0
فوتوشاپ (Photoshop),3000000,86,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),500000,7,0,0,0,0
Mobile Phone,500000,7,0,0,0,0
برنامه نویسی موبایل,500000,7,0,0,0,0
طراحی تبلیغات,200000,46,1,0,0,0
طراحی بنر,200000,46,1,0,0,0
Flash,200000,46,1,0,0,0
فوتوشاپ (Photoshop),200000,46,1,0,0,0
پردازش تصویر,6000000,2,0,0,0,0
HTML,6000000,10,1,1,1,0
جاوا اسکریپت (JavaScript),6000000,10,1,1,1,0
پی اچ پی (PHP),6000000,10,1,1,1,0
وردپرس (WordPress),6000000,10,1,1,1,0
سی اس اس (CSS),6000000,10,1,1,1,0
برنامه نویسی تحت وب,500000,0,0,0,0,0
سئو (SEO),1500000,7,0,0,0,0
وردپرس (WordPress),1500000,7,0,0,0,0
سی شارپ (C#),1500000,2,1,1,1,0
یونیتی (Unity),1500000,2,1,1,1,0
طراحی بروشور,10000000,42,0,0,0,0
طراحی آیکون,500000,65,0,0,0,0
تصویرسازی,500000,65,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,65,0,0,0,0
فوتوشاپ (Photoshop),500000,65,0,0,0,0
پایتون (Python),500000,0,1,0,1,0
برنامه نویسی فرانت اند,500000,0,1,0,1,0
HTML,500000,15,0,0,0,0
وردپرس (WordPress),500000,15,0,0,0,0
سی اس اس (CSS),500000,15,0,0,0,0
ادوبی افتر افکت (After Effects),500000,56,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,56,0,0,0,0
تدوین ویدیو و کلیپ,500000,56,0,0,0,0
ادوبی افتر افکت (After Effects),1000000,23,0,0,0,0
فوتوشاپ (Photoshop),1000000,23,0,0,0,0
ادوبی پریمیر (Adobe Primiere),1000000,23,0,0,0,0
جنگو (Django),50000000,26,0,0,0,0
پایتون (Python),50000000,26,0,0,0,0
برنامه نویسی تحت وب,50000000,26,0,0,0,0
3D Animation,500000,5,0,0,0,0
خدمات ویدئویی,500000,5,0,0,0,0
موشن گرافیک,500000,5,0,0,0,0
جاوا اسکریپت (JavaScript),6000000,11,0,0,0,0
برنامه نویسی تحت وب,6000000,11,0,0,0,0
برنامه نویسی فرانت اند,6000000,11,0,0,0,0
برنامه نویسی بک اند (Back-End),6000000,11,0,0,0,0
پی اچ پی (PHP),1500000,8,1,0,0,0
وردپرس (WordPress),1500000,8,1,0,0,0
برنامه نویسی تحت وب,1500000,8,1,0,0,0
سئو (SEO),6000000,59,1,1,1,0
مقاله نویسی,6000000,59,1,1,1,0
وبلاگ,6000000,59,1,1,1,0
نوشتن توضیحات محصول,6000000,59,1,1,1,0
تولید محتوا,6000000,59,1,1,1,0
پایتون (Python),3000000,0,0,0,0,0
HTML,200000,16,0,0,0,0
وردپرس (WordPress),200000,16,0,0,0,0
سی اس اس (CSS),200000,16,0,0,0,0
طراحی بنر,200000,28,0,0,0,0
طراحی وبلاگ,200000,28,0,0,0,0
طراحی گرافیک,200000,28,0,0,0,0
فوتوشاپ (Photoshop),200000,28,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,11,0,0,0,0
طراحی بنر متحرک (گیف),500000,11,0,0,0,0
HTML,500000,9,0,0,0,0
پی اچ پی (PHP),500000,9,0,0,0,0
وردپرس (WordPress),500000,9,0,0,0,0
سی اس اس (CSS),500000,9,0,0,0,0
برنامه نویسی تحت وب,500000,9,0,0,0,0
HTML,500000,8,0,0,0,0
پی اچ پی (PHP),500000,8,0,0,0,0
وردپرس (WordPress),500000,8,0,0,0,0
سی اس اس (CSS),500000,8,0,0,0,0
برنامه نویسی تحت وب,500000,8,0,0,0,0
HTML,500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
ترجمه,500000,89,0,0,0,0
ترجمه انگلیسی به فارسی,500000,89,0,0,0,0
طراحی بروشور,500000,31,0,0,0,0
طراحی کارت ویزیت,500000,31,0,0,0,0
طراحی پوستر,500000,31,0,0,0,0
مقاله نویسی,1500000,32,0,0,0,0
HTML,6000000,19,0,0,0,0
پی اچ پی (PHP),6000000,19,0,0,0,0
برنامه نویسی تحت وب,6000000,19,0,0,0,0
برنامه ریزی تبلیغ و خرید,6000000,9,0,0,0,0
بازاریابی اینترنتی,6000000,9,0,0,0,0
گوگل ادز (Google Ads),6000000,9,0,0,0,0
طراحی تبلیغات,1000000,24,0,0,0,0
طراحی بنر,1000000,24,0,0,0,0
HTML,3000000,12,0,0,1,0
پی اچ پی (PHP),3000000,12,0,0,1,0
وردپرس (WordPress),3000000,12,0,0,1,0
برنامه نویسی تحت وب,3000000,12,0,0,1,0
جاوا اسکریپت (JavaScript),500000,3,0,0,0,0
پی اچ پی (PHP),500000,3,0,0,0,0
وردپرس (WordPress),500000,3,0,0,0,0
برنامه نویسی تحت وب,500000,3,0,0,0,0
ری اکت نیتیو (React Native),500000,3,0,0,0,0
سئو (SEO),500000,3,0,0,0,0
برنامه ریزی تبلیغ و خرید,500000,3,0,0,0,0
تبلیغات,500000,3,0,0,0,0
گوگل ادز (Google Ads),500000,3,0,0,0,0
وردپرس (WordPress),500000,16,0,0,0,0
تصویرسازی,500000,49,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,49,0,0,0,0
طراحی لوگو,500000,49,0,0,0,0
فوتوشاپ (Photoshop),500000,49,0,0,0,0
فوتوشاپ (Photoshop),1500000,28,0,0,0,0
قالب,1500000,28,0,0,0,0
پردازش تصویر,1500000,28,0,0,0,0
HTML,1500000,9,0,0,0,0
پی اچ پی (PHP),1500000,9,0,0,0,0
وردپرس (WordPress),1500000,9,0,0,0,0
برنامه نویسی تحت وب,1500000,9,0,0,0,0
HTML,500000,15,0,0,0,0
سئو (SEO),500000,15,0,0,0,0
